id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName
4805,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Sports,ADIDAS Men's Coffer Teal Blue T-shirt
20789,Men,Apparel,Topwear,Sweaters,Navy Blue,Fall,2011.0,Casual,Genesis Men Solid Navy Blue Sweater
44836,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Sports,Puma Men White Training T-shirt
33964,Women,Apparel,Topwear,Shirts,Black,Summer,2012.0,Casual,Femella Women Black Shirt
22218,Women,Apparel,Topwear,Tshirts,Maroon,Fall,2011.0,Casual,Little Miss Women Funky Maroon T-shirt
19859,Men,Apparel,Topwear,Jackets,Olive,Fall,2011.0,Casual,U.S. Polo Assn. Men Solid Olive Jacket
2934,Men,Apparel,Topwear,Tshirts,Blue,Fall,2010.0,Casual,DUSG Men's Tortoise Organic Aqua T-shirt
28510,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Sports,Nike Men Training Black T-shirt
8600,Men,Apparel,Topwear,Tshirts,Purple,Fall,2011.0,Casual,Scullers Men Purple Polo T-Shirts
27558,Men,Apparel,Topwear,Shirts,Lavender,Summer,2012.0,Formal,Scullers Men Lavender Shirt
48091,Women,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,French Connection Women Blue Shirt
19633,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,United Colors of Benetton Men Solid Grey TShirt
14910,Men,Apparel,Topwear,Tshirts,Teal,Fall,2011.0,Casual,Mr. Men Men Nonsense Green Tshirts
20319,Men,Apparel,Topwear,Shirts,Beige,Summer,2011.0,Casual,Mother Earth Men Solid Beige Shirt
29294,Men,Apparel,Topwear,Shirts,Red,Summer,2012.0,Casual,Wrangler Men Benefica Gingham Red Shirt
16449,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Locomotive Men Check Red Shirt
8056,Men,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Sports,Fila Men's Core Pique Polo Red T-shirt
19401,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Sports,ADIDAS Men Solid Black Jersey
7442,Men,Apparel,Topwear,Tshirts,Purple,Summer,2011.0,Casual,Proline Men Purple Polo T-shirt
19861,Men,Apparel,Topwear,Jackets,Black,Fall,2011.0,Casual,U.S. Polo Assn. Men Solid Black Jackets
22220,Women,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Little Miss Women Sunshine White T-shirt
6590,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Sports,Nike Men's Team Poly White T-Shirt
34345,Men,Apparel,Topwear,Tshirts,Purple,Summer,2012.0,Casual,Myntra Men Purple T-shirt
16829,Women,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Little Miss Women Printed Blue T-shirt
2130,Men,Apparel,Topwear,Shirts,Green,Spring,2011.0,Casual,Basics Men Green & White Slim Fit Shirt
57425,Women,Apparel,Topwear,Tshirts,Yellow,Summer,2015.0,Casual,Angry Birds Women Yellow T-shirt
38588,Women,Apparel,Topwear,Tshirts,Purple,Summer,2012.0,Casual,Nike Women Printed Crew Purple T-shirt
14742,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,Arrow Men Solid Blue Shirts
15690,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,Black coffee Men Micheal White Slim Fit Shirt
5127,Women,Apparel,Topwear,Shirts,Red,Summer,2011.0,Casual,Wrangler Women Holly Checks Shirt
16227,Men,Apparel,Topwear,Tshirts,Purple,Fall,2011.0,Casual,Puma Men Polo Purple TShirt
34177,Boys,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Gini and Jony Boys White T-shirt
28528,Women,Apparel,Topwear,Tshirts,Pink,Summer,2012.0,Sports,Nike Women Cruiser Hurley Dot Pink T-shirt
13755,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Formal,Belmonte Men Check Black Shirts
27560,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Formal,Scullers Men Blue Striped Shirt
2302,Women,Apparel,Topwear,Tshirts,White,Fall,2010.0,Sports,Nike Women Icon SS White T-shirt
11466,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2011.0,Casual,United Colors of Benetton Men Solid Navy Blue Polo Tshirt
14928,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Mr. Men Men Beware Grey Melange Tshirts
57273,Men,Apparel,Topwear,Shirts,Red,Summer,2012.0,Casual,French Connection Men Red Check Shirt
36244,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Mr. Men Blue Mr. Strong T-shirt
20321,Men,Apparel,Topwear,Shirts,Olive,Summer,2011.0,Casual,Mother Earth Men Solid Olive Shirt
14114,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Flying Machine Men Washed Jeans
5543,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Sports,Nike Men's Trainning White T-shirt
27938,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Jealous 21 Women Blue Magic Colour Jeans
22476,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Timberland Men Blue T-shirt
16643,Men,Apparel,Topwear,Tshirts,Blue,Summer,2016.0,Casual,Facit Men Smart Blue Tshirt
7214,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Casual,Scullers Men Scul Purple Shirt
13331,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Gini and Jony Men Check Blue Shirts
2766,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,Classic Polo Men's Light Grey T-shirt
9980,Men,Apparel,Topwear,Jackets,Black,Fall,2011.0,Sports,Nike Men As Sideline J Black Jackets
7026,Men,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,Classic Polo Men's Combo Pack of 2 Purple Seaweed Green T-shirt
16471,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Locomotive Men Check Red Shirt
8852,Men,Apparel,Topwear,Shirts,Grey,Fall,2011.0,Casual,Mark Taylor Men Grey Striped Shirt
2554,Women,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Domyos Women's Proteen White T-shirt
43673,Women,Apparel,Topwear,Jackets,Blue,Summer,2012.0,Casual,ONLY Women Blue Jacket
31253,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Puma Men Dizzy Graphic Red T-shirt
3486,Men,Apparel,Topwear,Tshirts,White,Fall,2010.0,Sports,ADIDAS Men's Polo Chrome White T-shirt
11654,Women,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Lee Women Printed White Tshirts
39802,Men,Apparel,Topwear,Shirts,Purple,Summer,2012.0,Formal,Peter England Men Purple Formal Shirt
5771,Women,Apparel,Bottomwear,Jeans,Black,Summer,2011.0,Casual,Jealous 21 Women's Black Grey Jegging
57287,Men,Apparel,Topwear,Shirts,Brown,Summer,2012.0,Casual,French Connection Men Brown Shirt
4465,Boys,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Casual,Disney Boy's Marked Red Teen Kidswear
15032,Women,Apparel,Topwear,Sweaters,Blue,Fall,2011.0,Casual,ADIDAS Women Stripes Blue Sweaters
22482,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2011.0,Casual,Timberland Men Navy Blue Rugby T-Shirt
9974,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Sports,Nike Men Black Polo Tshirts
17557,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,Mark Taylor Men Blue & White Shirt
16485,Men,Apparel,Topwear,Shirts,Grey,Fall,2011.0,Casual,Locomotive Men Check Grey Shirt
9148,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2013.0,Casual,Lee Women Blue Jeans
12025,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,Mark Taylor Men White & Blue Striped Shirt
32422,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,ADIDAS Men One Love Black T-shirt
15200,Men,Apparel,Topwear,Tshirts,Yellow,Fall,2011.0,Casual,Arrow Sport Men Stripes Yellow Polo Tshirts
37150,Men,Apparel,Topwear,Tshirts,Grey,Summer,2016.0,Casual,Campbell Men Pack of 3 T-shirt
35263,Women,Apparel,Topwear,Shirts,Purple,Summer,2012.0,Casual,Lee Women Beth Purple Check Shirt
3016,Men,Apparel,Topwear,Tshirts,Beige,Summer,2011.0,Casual,Lee Men's Bottle Grey T-shirt
21451,Women,Apparel,Topwear,Tshirts,Green,Winter,2012.0,Casual,Roxy Women Green Graphic Printed T-Shirt
4233,Men,Apparel,Topwear,Tshirts,Orange,Summer,2011.0,Casual,Probase Men's Away To Glory Green Tshirt
7684,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Sports,Puma Men's Brazil Black Green T-shirt
34183,Boys,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,Gini and Jony Boys Green T-shirt
23134,Boys,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,Chhota Bheem Kids Boys I Like to Paint Navy Blue T-shirt
42103,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,ADIDAS Men Black Polo T-shirt
27594,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Scullers Men Navy Blue polo T-shirt
48439,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,French Connection Men White Printed T-shirt
39001,Boys,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Gini and Jony Boys Core Red T-shirt
36875,Men,Apparel,Topwear,Tshirts,Orange,Summer,2012.0,Casual,Spykar Men Cult Orange T-shirt
20910,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Deni Yo Men Washed Blue Jeans
11459,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,United Colors of Benetton Men Light Winters Blue Shirts
14917,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,Mr. Men Men Mr.Happy Navy Blue Tshirts
16218,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,Puma Men Graphic Navy Blue TShirt
28517,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Nike Men Manu Core Black T-shirt
8607,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Scullers Men Blue Polo T-Shirts
22811,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Locomotive Men Black Printed Tshirt
5118,Women,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Casual,Wrangler Women Reverse Striper Red T-shirt
44831,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Puma Men Black Faas Graphic T-shirt
6769,Men,Apparel,Topwear,Shirts,Black,Summer,2011.0,Casual,Timberland Men Claremont Popl Black Shirt
26479,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Puma Men Ferrari Black Polo T-shirt
48406,Men,Apparel,Topwear,Tshirts,Cream,Summer,2012.0,Casual,French Connection Men Cream Striped T-shirt
4802,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Sports,ADIDAS Men's Best Shot Teal Blue T-shirt
37739,Men,Apparel,Topwear,Shirts,Green,Summer,2012.0,Casual,John Players Men Striped Shirt
15469,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Puma Men Bolt Essential Blue Tshirts
3815,Boys,Apparel,Topwear,Tshirts,Orange,Summer,2011.0,Casual,Disney Kids Boy's Orange Just Cruising Kidswear
18978,Men,Apparel,Topwear,Jackets,White,Summer,2011.0,Casual,ADIDAS Originals Men CR WB PS White Jacket
3029,Women,Apparel,Topwear,Tshirts,Peach,Summer,2011.0,Casual,Lee Women Zoe Dark Peach T-shirt
17568,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,Mark Taylor Men Blue & White Striped Shirt
12826,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Spykar Men Check White Shirts
8899,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Indigo Nation Men Bling Red Shirts
48250,Boys,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,The Amazing Spiderman Boys Red T-Shirt
9177,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Locomotive Men Bade Blue Jeans
18520,Women,Apparel,Topwear,Jackets,Black,Fall,2011.0,Casual,C Vox Women Solid 1354 Black Jacket
6903,Women,Apparel,Topwear,Tshirts,Cream,Summer,2011.0,Casual,Tantra Women's Mudra Cream T-shirt
31298,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Puma Men Glyth Black T-shirt
29055,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,ADIDAS Men Flame Black T-shirt
48062,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,French Connection Men White Shirt
14943,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Status Quo Men Stripes Black Tshirts
26881,Women,Apparel,Topwear,Tshirts,Peach,Summer,2012.0,Casual,Jealous 21 Women Pink T-shirt
16628,Men,Apparel,Topwear,Tshirts,Olive,Summer,2016.0,Casual,Facit Men Smart Olive Tshirt
31238,Men,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,Puma Men Schon Polo Green T-shirt
13954,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,United Colors of Benetton Men Printed White  Polo Tshirts
20178,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Casual,Wrangler Men Tiny Green Shirt
3089,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Probase Men's Dead Tired Black T-shirt
14729,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Ed Hardy Men Don.Ed White Tshirts
33937,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,ADIDAS Men Polo Black T-shirt
44865,Men,Apparel,Topwear,Tshirts,Grey,Summer,2012.0,Casual,Puma Men Grey & White Polo T-shirt
10987,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,Inkfruit Men Boyz Navy Blue Tshirts
5970,Men,Apparel,Topwear,Shirts,Red,Summer,2011.0,Casual,Highlander Men Red White Checked Shirts
11069,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Casual,Scullers Men Check Black Shirts
19204,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Casual,United Colors of Benetton Men Check Green Shirt
9781,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,ADIDAS Men Bnce Hop Black Tshirts
28543,Men,Apparel,Topwear,Tshirts,Grey,Summer,2012.0,Casual,Nike Men Bold Stripe Grey T-shirt
9547,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Sports,Nike Men Manu Cshss Training Grey T-Shirts
29657,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,Indigo Nation Men Check White Shirt
17158,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Casual,U.S. Polo Assn. Men Checks Navy Blue Shirt
24974,Women,Apparel,Topwear,Tshirts,Pink,Summer,2012.0,Casual,United Colors of Benetton Women Light Pink Printed T-shirt
4258,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,Inkfruit Men's Everest Grey T-shirt
44891,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012.0,Casual,Puma Men Navy Blue Polo T-shirt
24148,Men,Apparel,Topwear,Tshirts,Yellow,Spring,2012.0,Casual,ADIDAS Men Yellow Printed T-shirt
5984,Men,Apparel,Topwear,Shirts,Red,Summer,2011.0,Casual,Locomotive Men Red Checked Shirt
12618,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Probase Men Stripes Blue Polo T-Shirts
42168,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Status Quo Men Blue T-shirt
48452,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,French Connection Men Red Printed T-shirt
23963,Men,Apparel,Topwear,Tshirts,Orange,Fall,2011.0,Casual,Peter England Men Orange  Printed T-shirt
9775,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011.0,Casual,ADIDAS Men Co Graphic Navy Blue Tshirts
18322,Men,Apparel,Topwear,Shirts,Grey,Fall,2011.0,Casual,Wills Lifestyle Men Check Grey Shirt
26049,Men,Apparel,Topwear,Shirts,Navy Blue,Summer,2012.0,Formal,John Miller Men Striped Navy Blue Shirt
26875,Women,Apparel,Topwear,Tshirts,Pink,Summer,2012.0,Casual,Jealous 21 Women Pink Printed T-shirt
29001,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Status Quo Men Printed White T-shirt
18574,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Puma Men Ghetto Halftone Black T-shirt
3419,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Myntra Mens tere pass kya hai T-shirt
41987,Boys,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Gini and Jony Boys Core Blue T-shirt
3284,Men,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Casual,Guerrilla Men's Move It Move On Red T-shirt
31451,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Sports,Nike Men Running Red Jersey
48499,Women,Apparel,Bottomwear,Jeans,Grey,Winter,2011.0,Casual,French Connection Women Black Jeans
27534,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Scullers Men Check Blue Shirt
16273,Men,Apparel,Topwear,Shirts,Grey,Fall,2011.0,Casual,Levis Men Grey & Black Striped Shirt
23194,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Highlander Men Blue Check Shirt
5173,Women,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,Inkfruit Women's Secret Diary Dark Grey T-shirt
14524,Men,Apparel,Topwear,Shirts,Grey,Fall,2011.0,Formal,Mark Taylor Men Grey & White Striped Shirt
10184,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Indigo Nation Men  White Stripe Shirt
33306,Boys,Apparel,Bottomwear,Jeans,Grey,Summer,2012.0,Casual,Gini and Jony Boys Washed Grey Jeans
11056,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Scullers Men Check Blue Shirts
14716,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,Indigo Nation Men Formal Shirt White Shirts
37594,Boys,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,Madagascar 3 Boys Green Printed T-Shirt
4293,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Tantra Men's Blessed Cream T-shirt
42391,Women,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Flying Machine Women White Printed T-shirt
19009,Women,Apparel,Topwear,Jackets,White,Summer,2011.0,Casual,ADIDAS Originals Women F Night Logo TT White Jacket
2164,Men,Apparel,Topwear,Shirts,Purple,Spring,2011.0,Casual,Probase Men Stripe Purple Shirt
16041,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Highlander Men Check Blue Shirt
46731,Boys,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Gini and Jony Boys Red Printed T-Shirt
19835,Men,Apparel,Topwear,Shirts,Brown,Fall,2011.0,Casual,U.S. Polo Assn. Men Check Brown Shirt
17193,Men,Apparel,Topwear,Shirts,Navy Blue,Winter,2016.0,Casual,U.S. Polo Assn. Men Stripes Navy Blue Shirt
39856,Boys,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Gini and Jony Boys Printed Black T-Shirt
20147,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Wrangler Men Broad Blue Shirt
38984,Boys,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Gini and Jony Boys Rodeo Red T-shirt
32482,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Proline Men Red Polo T-shirt
13157,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Puma Men Jersey Black Polo Tshirts
8806,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Scullers Men Black & Red Check Shirt
16425,Men,Apparel,Topwear,Tshirts,Red,Fall,2011.0,Casual,Levis Men Printed Red Tshirt
28924,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2012.0,Casual,Mr. Men Printed Yellow T-shirt
27150,Men,Apparel,Topwear,Shirts,Brown,Summer,2012.0,Formal,Mark Taylor Men Striped Brown Shirt
8208,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Locomotive Men Solid Lantos Blue T-Shirts
31035,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Arrow Sport Men Striped White Polo T-shirt
16617,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Probase Men Stripes White Shirt
20375,Women,Apparel,Topwear,Tshirts,Pink,Fall,2011.0,Casual,Urban Yoga Women Pink Printed T-shirt
38970,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Arrow New York Men Light Blue T-shirt
27396,Men,Apparel,Topwear,Tshirts,Black,Summer,2016.0,Casual,2go Active Gear USA Men Pack Of 3 T-shirt
30321,Men,Apparel,Topwear,Tshirts,Teal,Summer,2012.0,Casual,Myntra Men Paradise Teal T-shirt
3426,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Myntra Mens Request denied T-shirt
17503,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Classic Polo Men Stripes Black Polo T-Shirt
13391,Men,Apparel,Topwear,Shirts,Pink,Summer,2011.0,Casual,United Colors of Benetton Men Check Pink Shirts
26076,Men,Apparel,Topwear,Shirts,Black,Summer,2012.0,Formal,John Miller Men Striped Black Shirt
3614,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Sports,Puma Men's Deccan Chargers Blue Polo T-shirt
35461,Boys,Apparel,Topwear,Tshirts,Green,Summer,2012.0,Casual,Doodle Boys Printed Green T-shirt
4431,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Wrangler Men's Engine Broad Stripe Polo Black T-shirt
20381,Men,Apparel,Topwear,Tshirts,Purple,Fall,2011.0,Sports,Urban Yoga Men Printed Purple Tshirt
40264,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012.0,Casual,Scullers Men Navy Blue Striped T-shirt
26412,Men,Apparel,Topwear,Shirts,Green,Summer,2012.0,Casual,Turtle Men Check Green Shirt
12627,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Probase Men Printed Black Tshirts
3270,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2011.0,Casual,Guerrilla Men's Poison Navy Blue T-shirt
43085,Women,Apparel,Topwear,Tshirts,Yellow,Summer,2012.0,Sports,Nike Women Yellow Polo Neck T-shirt
16287,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Peter England Men Printed Blue TShirt
23160,Men,Apparel,Topwear,Tshirts,Charcoal,Fall,2011.0,Casual,Mark Taylor Men Charcoal Printed T-shirt
5187,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Linkin Park Men's Black T-shirt
4055,Men,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Myntra Men's Key To Success White T-shirt
24345,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Sports,ADIDAS Men White T-shirt
4869,Men,Apparel,Topwear,Tshirts,Orange,Summer,2016.0,Casual,Levis Kids Boy's Orange Polo Tshirt
56765,Men,Apparel,Topwear,Shirts,Maroon,Summer,2012.0,Casual,Horsefly Men Striped Maroon Shirt
15630,Men,Apparel,Topwear,Jackets,Black,Fall,2011.0,Sports,Nike Men AS Thermal Black Jackets
21405,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Locomotive Men Printed Grey T-shirt
11290,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2016.0,Casual,Wrangler Men Blue Floyd Fit Jeans
3042,Men,Apparel,Topwear,Tshirts,Blue,Fall,2010.0,Sports,Nike Blue Take Down Cricket Tshirts
54200,Men,Apparel,Topwear,Shirts,Navy Blue,Summer,2012.0,Casual,Highlander Men Navy Blue Check Shirt
29668,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,Indigo Nation Men Printed White Shirt
6530,Women,Apparel,Topwear,Tshirts,Pink,Summer,2011.0,Sports,Nike Women's Power Sphere Polo T-shirt
18913,Men,Apparel,Topwear,Shirts,Mustard,Fall,2011.0,Casual,Levis Men Classics Gothic Mustard Shirt
17167,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,U.S. Polo Assn. Men Checks Blue Shirt
30319,Men,Apparel,Topwear,Tshirts,Pink,Summer,2012.0,Casual,Myntra Men Feared Strom Drive Pink T-shirt
18573,Men,Apparel,Topwear,Sweaters,Blue,Fall,2011.0,Casual,Puma Men Striped Full Zip Blue Sweater
41980,Boys,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Gini and Jony Boys Rodeo White T-shirt
4409,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,Batman Men's Face Distressed Charcoal T-shirt
1947,Men,Apparel,Topwear,Tshirts,Blue,Fall,2010.0,Sports,Puma Mens Cricket Way of Life T-shirt
38346,Boys,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Superman Boys Blue T-Shirt
19693,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,United Colors of Benetton Men Stripes White Shirt
35459,Boys,Apparel,Topwear,Tshirts,Pink,Summer,2012.0,Casual,Doodle Boys Printed Pink T-shirt
5983,Men,Apparel,Topwear,Shirts,Green,Summer,2011.0,Casual,Highlander Men Green Checked Slim Fit Shirt
23964,Men,Apparel,Topwear,Tshirts,Purple,Fall,2011.0,Casual,Peter England Men Purple Printed T-shirt
48455,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,French Connection Men White Printed T-shirt
23158,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Mark Taylor Men Grey Printed T-shirt
9540,Men,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Sports,Nike Men Asss Crusier Graphic Red T-Shirts
29650,Men,Apparel,Topwear,Shirts,Grey,Summer,2012.0,Formal,Indigo Nation Men Grey Shirt
3846,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Wrangler Men's True Wanderer Blue T-shirt
6508,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,ADIDAS Men's 365 Polo Sky Blue T-shirt
24973,Women,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,United Colors of Benetton Women Blue T-shirt
44896,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Puma Men Blue Polo Neck T-shirt
4099,Men,Apparel,Topwear,Tshirts,Blue,Fall,2010.0,Sports,Nike Men's As Seize Victory Blue T-shirt
13739,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Casual,Belmonte Men Check Black Shirts
43049,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Sports,Nike Men Red Portugal Football Jersey
44862,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Puma Men Black & White T-shirt
57449,Women,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Angry Birds Women Black T-shirt
26288,Men,Apparel,Topwear,Tshirts,Grey,Summer,2012.0,Casual,Proline Men Grey T-shirt with Printed Detail
19455,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Quiksilver Men Black T-shirt
